PHYS3071 AS07 SCOLARO s4320824

0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.002000,0.000000,0.000000,0.000000,0.000107,0.000012,0.000012,0.000006
0.004000,0.000000,0.000000,0.000000,-0.000180,0.000024,0.000024,0.000012
0.006000,-0.000000,0.000000,0.000000,-0.000162,0.000036,0.000035,0.000018
0.008000,-0.000000,0.000000,0.000000,-0.000243,0.000047,0.000047,0.000023
0.010000,-0.000001,0.000000,0.000000,-0.000462,0.000061,0.000061,0.000030
0.012000,-0.000002,0.000000,0.000000,-0.000434,0.000071,0.000071,0.000035
0.014000,-0.000003,0.000000,0.000000,-0.000381,0.000074,0.000074,0.000037
0.016000,-0.000004,0.000000,0.000000,-0.000607,0.000088,0.000088,0.000044
0.018000,-0.000005,0.000000,0.000000,-0.000832,0.000098,0.000097,0.000049
0.020000,-0.000006,0.000000,0.000000,-0.000808,0.000107,0.000106,0.000053
0.022000,-0.000008,0.000000,0.000000,-0.000482,0.000111,0.000110,0.000055
0.024000,-0.000009,0.000000,0.000000,-0.000429,0.000116,0.000116,0.000058
0.026000,-0.000010,0.000000,0.000000,-0.000457,0.000125,0.000124,0.000062
0.028000,-0.000011,0.000000,0.000000,-0.000258,0.000131,0.000131,0.000065
0.030000,-0.000011,0.000000,0.000000,-0.000229,0.000131,0.000131,0.000066
0.032000,-0.000012,0.000000,0.000000,-0.000209,0.000133,0.000133,0.000067
0.034000,-0.000012,0.000000,0.000000,0.000097,0.000139,0.000139,0.000069
0.036000,-0.000012,0.000000,0.000000,-0.000009,0.000143,0.000143,0.000072
0.038000,-0.000012,0.000000,0.000000,0.000190,0.000144,0.000144,0.000072
0.040000,-0.000012,0.000000,0.000000,0.000133,0.000145,0.000145,0.000073
0.042000,-0.000011,0.000000,0.000000,0.000021,0.000149,0.000149,0.000075
0.044000,-0.000011,0.000000,0.000000,-0.000007,0.000159,0.000159,0.000079
0.046000,-0.000011,0.000000,0.000000,-0.000202,0.000158,0.000158,0.000079
0.048000,-0.000012,0.000000,0.000000,-0.000391,0.000153,0.000153,0.000077
0.050000,-0.000012,0.000000,0.000000,-0.000452,0.000156,0.000156,0.000078
0.052000,-0.000013,0.000000,0.000000,-0.000486,0.000160,0.000159,0.000080
0.054000,-0.000014,0.000000,0.000000,-0.000358,0.000157,0.000157,0.000078
0.056000,-0.000015,0.000000,0.000000,-0.000438,0.000154,0.000154,0.000077
0.058000,-0.000016,0.000000,0.000000,-0.000484,0.000160,0.000160,0.000080
0.060000,-0.000017,0.000000,0.000000,-0.000237,0.000162,0.000162,0.000081
0.062000,-0.000017,0.000000,0.000000,-0.000647,0.000163,0.000162,0.000081
0.064000,-0.000019,0.000000,0.000000,-0.000769,0.000161,0.000161,0.000081
0.066000,-0.000020,0.000000,0.000000,-0.000834,0.000165,0.000164,0.000082
0.068000,-0.000022,0.000000,0.000000,-0.000894,0.000161,0.000160,0.000081
0.070000,-0.000024,0.000000,0.000000,-0.000542,0.000170,0.000170,0.000085
0.072000,-0.000025,0.000000,0.000000,-0.000364,0.000172,0.000172,0.000086
0.074000,-0.000025,0.000000,0.000000,-0.000330,0.000177,0.000177,0.000088
0.076000,-0.000026,0.000000,0.000000,-0.000461,0.000177,0.000177,0.000089
0.078000,-0.000027,0.000000,0.000000,-0.000198,0.000190,0.000190,0.000095
0.080000,-0.000027,0.000000,0.000000,-0.000038,0.000188,0.000188,0.000094
0.082000,-0.000028,0.000000,0.000000,0.000133,0.000196,0.000196,0.000098
0.084000,-0.000027,0.000000,0.000000,-0.000007,0.000205,0.000205,0.000103
0.086000,-0.000027,0.000001,0.000001,-0.000014,0.000206,0.000206,0.000103
0.088000,-0.000027,0.000001,0.000001,0.000153,0.000202,0.000202,0.000101
0.090000,-0.000027,0.000001,0.000001,-0.000177,0.000202,0.000202,0.000101
0.092000,-0.000027,0.000001,0.000001,-0.000054,0.000199,0.000199,0.000099
0.094000,-0.000027,0.000001,0.000001,-0.000072,0.000191,0.000191,0.000095
0.096000,-0.000028,0.000001,0.000001,0.000099,0.000199,0.000199,0.000100
0.098000,-0.000027,0.000001,0.000001,0.000310,0.000199,0.000199,0.000100
0.100000,-0.000027,0.000001,0.000001,0.000054,0.000195,0.000195,0.000098
0.102000,-0.000027,0.000001,0.000001,0.000171,0.000193,0.000193,0.000096
0.104000,-0.000026,0.000001,0.000001,0.000073,0.000186,0.000186,0.000093
0.106000,-0.000026,0.000001,0.000001,0.000212,0.000189,0.000189,0.000094
0.108000,-0.000026,0.000001,0.000001,0.000264,0.000189,0.000189,0.000095
0.110000,-0.000025,0.000001,0.000001,0.000297,0.000189,0.000189,0.000094
0.112000,-0.000025,0.000001,0.000001,0.000112,0.000192,0.000192,0.000096
0.114000,-0.000024,0.000001,0.000001,0.000085,0.000190,0.000190,0.000095
0.116000,-0.000024,0.000001,0.000001,0.000162,0.000180,0.000180,0.000090
0.118000,-0.000024,0.000001,0.000001,-0.000176,0.000172,0.000172,0.000086
0.120000,-0.000024,0.000001,0.000001,-0.000202,0.000175,0.000175,0.000088
0.122000,-0.000025,0.000001,0.000001,-0.000183,0.000184,0.000184,0.000092
0.124000,-0.000025,0.000001,0.000001,-0.000042,0.000178,0.000178,0.000089
0.126000,-0.000025,0.000001,0.000001,0.000113,0.000184,0.000184,0.000092
0.128000,-0.000025,0.000001,0.000001,0.000265,0.000188,0.000188,0.000094
0.130000,-0.000024,0.000001,0.000001,0.000373,0.000188,0.000188,0.000094
0.132000,-0.000024,0.000001,0.000001,0.000411,0.000183,0.000183,0.000092
0.134000,-0.000023,0.000001,0.000001,0.000284,0.000184,0.000184,0.000092
0.136000,-0.000022,0.000001,0.000001,0.000454,0.000184,0.000183,0.000092
0.138000,-0.000021,0.000001,0.000001,0.000493,0.000176,0.000176,0.000088
0.140000,-0.000020,0.000001,0.000001,0.000574,0.000170,0.000169,0.000085
0.142000,-0.000019,0.000001,0.000001,0.000460,0.000169,0.000168,0.000084
0.144000,-0.000018,0.000001,0.000001,0.000289,0.000170,0.000170,0.000085
0.146000,-0.000018,0.000001,0.000001,0.000409,0.000165,0.000165,0.000082
0.148000,-0.000017,0.000001,0.000001,0.000527,0.000163,0.000163,0.000081
0.150000,-0.000016,0.000002,0.000002,0.000411,0.000164,0.000164,0.000082
0.152000,-0.000015,0.000002,0.000002,0.000294,0.000158,0.000158,0.000079
0.154000,-0.000014,0.000002,0.000002,0.000407,0.000156,0.000156,0.000078
0.156000,-0.000014,0.000002,0.000002,0.000416,0.000159,0.000159,0.000079
0.158000,-0.000013,0.000002,0.000002,0.000582,0.000158,0.000157,0.000079
0.160000,-0.000012,0.000002,0.000002,0.000449,0.000163,0.000163,0.000081
0.162000,-0.000011,0.000002,0.000002,0.000515,0.000165,0.000165,0.000082
0.164000,-0.000010,0.000002,0.000002,0.000481,0.000170,0.000170,0.000085
0.166000,-0.000009,0.000002,0.000002,0.000506,0.000170,0.000170,0.000085
0.168000,-0.000008,0.000002,0.000002,0.000810,0.000168,0.000168,0.000084
0.170000,-0.000006,0.000002,0.000002,0.000749,0.000170,0.000170,0.000085
0.172000,-0.000005,0.000002,0.000002,0.000882,0.000172,0.000171,0.000086
0.174000,-0.000003,0.000002,0.000002,0.000948,0.000165,0.000164,0.000082
0.176000,-0.000001,0.000002,0.000002,0.001098,0.000168,0.000167,0.000084
0.178000,0.000001,0.000002,0.000002,0.001184,0.000161,0.000160,0.000080
0.180000,0.000004,0.000002,0.000002,0.001175,0.000158,0.000157,0.000079
0.182000,0.000006,0.000002,0.000002,0.000940,0.000158,0.000157,0.000079
0.184000,0.000008,0.000002,0.000002,0.000945,0.000164,0.000163,0.000082
0.186000,0.000010,0.000002,0.000002,0.000850,0.000163,0.000163,0.000082
0.188000,0.000011,0.000002,0.000002,0.001103,0.000163,0.000162,0.000082
0.190000,0.000014,0.000002,0.000002,0.001061,0.000164,0.000163,0.000082
0.192000,0.000016,0.000002,0.000002,0.000939,0.000166,0.000165,0.000083
0.194000,0.000018,0.000002,0.000002,0.000935,0.000162,0.000161,0.000081
0.196000,0.000020,0.000002,0.000002,0.000882,0.000169,0.000169,0.000085
0.198000,0.000021,0.000002,0.000002,0.000617,0.000169,0.000169,0.000085
0.200000,0.000023,0.000002,0.000002,0.000374,0.000164,0.000164,0.000082
0.202000,0.000023,0.000002,0.000002,0.000624,0.000171,0.000171,0.000086
0.204000,0.000025,0.000002,0.000002,0.000571,0.000163,0.000163,0.000082
0.206000,0.000026,0.000002,0.000002,0.000706,0.000166,0.000166,0.000083
0.208000,0.000027,0.000002,0.000002,0.000974,0.000174,0.000173,0.000087
0.210000,0.000029,0.000002,0.000002,0.000936,0.000176,0.000175,0.000088
