-1.00000 0.00000
-0.98675 0.00000
-0.97351 0.00000
-0.96026 0.00000
-0.94702 0.00000
-0.93377 0.00000
-0.92053 0.00000
-0.90728 0.00000
-0.89404 0.00000
-0.88079 0.00000
-0.86755 0.00000
-0.85430 0.00000
-0.84106 0.00000
-0.82781 0.00000
-0.81457 0.00000
-0.80132 0.00000
-0.78808 0.00000
-0.77483 0.00000
-0.76159 0.00000
-0.74834 0.00000
-0.73510 0.00000
-0.72185 0.00000
-0.70861 0.00000
-0.69536 0.00000
-0.68212 0.00000
-0.66887 0.00000
-0.65563 0.00000
-0.64238 0.00000
-0.62914 0.00000
-0.61589 0.00000
-0.60265 0.00000
-0.58940 0.00000
-0.57616 0.00000
-0.56291 0.00000
-0.54967 0.00000
-0.53642 0.00000
-0.52318 0.00000
-0.50993 0.00000
-0.49669 0.00000
-0.48344 0.00000
-0.47020 0.00000
-0.45695 0.00000
-0.44371 0.00000
-0.43046 0.00000
-0.41722 0.00000
-0.40397 0.00000
-0.39073 0.00000
-0.37748 0.00000
-0.36424 0.00000
-0.35099 0.00000
-0.33775 0.00000
-0.32450 0.00000
-0.31126 0.00001
-0.29801 0.00001
-0.28477 0.00003
-0.27152 0.00005
-0.25828 0.00009
-0.24503 0.00017
-0.23179 0.00031
-0.21854 0.00053
-0.20530 0.00096
-0.19205 0.00155
-0.17881 0.00265
-0.16556 0.00413
-0.15232 0.00672
-0.13907 0.01004
-0.12583 0.01551
-0.11258 0.02221
-0.09934 0.03257
-0.08609 0.04473
-0.07285 0.06227
-0.05960 0.08207
-0.04636 0.10862
-0.03311 0.13752
-0.01987 0.17351
-0.00662 0.21151
0.00662 0.25554
0.01987 0.30092
0.03311 0.35032
0.04636 0.40037
0.05960 0.45239
0.07285 0.50462
0.08609 0.55747
0.09934 0.61036
0.11258 0.66334
0.12583 0.71632
0.13907 0.76930
0.15232 0.82229
0.16556 0.87527
0.17881 0.92824
0.19205 0.98122
0.20530 1.03419
0.21854 1.08714
0.23179 1.14006
0.24503 1.19295
0.25828 1.24574
0.27152 1.29843
0.28477 1.35084
0.29801 1.40297
0.31126 1.45442
0.32450 1.50520
0.33775 1.55448
0.35099 1.60228
0.36424 1.64720
0.37748 1.68923
0.39073 1.72638
0.40397 1.75864
0.41722 1.78371
0.43046 1.80160
0.44371 1.81049
0.45695 1.81038
0.47020 1.80083
0.48344 1.78184
0.49669 1.75480
0.50993 1.71971
0.52318 1.67925
0.53642 1.63344
0.54967 1.58500
0.56291 1.53395
0.57616 1.48206
0.58940 1.42934
0.60265 1.37648
0.61589 1.32350
0.62914 1.27052
0.64238 1.21754
0.65563 1.16456
0.66887 1.11157
0.68212 1.05859
0.69536 1.00562
0.70861 0.95264
0.72185 0.89967
0.73510 0.84673
0.74834 0.79379
0.76159 0.74094
0.77483 0.68810
0.78808 0.63547
0.80132 0.58292
0.81457 0.53087
0.82781 0.47899
0.84106 0.42823
0.85430 0.37784
0.86755 0.32961
0.88079 0.28210
0.89404 0.23826
0.90728 0.19564
0.92053 0.15840
0.93377 0.12297
0.94702 0.09426
0.96026 0.06762
0.97351 0.04562
