-1.00000 0.00000
-0.98675 0.00000
-0.97351 0.00000
-0.96026 0.00000
-0.94702 0.00000
-0.93377 0.00000
-0.92053 0.00000
-0.90728 0.00000
-0.89404 0.00000
-0.88079 0.00000
-0.86755 0.00000
-0.85430 0.00000
-0.84106 0.00000
-0.82781 0.00000
-0.81457 0.00000
-0.80132 0.00000
-0.78808 0.00000
-0.77483 0.00000
-0.76159 0.00000
-0.74834 0.00000
-0.73510 0.00000
-0.72185 0.00000
-0.70861 0.00000
-0.69536 0.00000
-0.68212 0.00000
-0.66887 0.00000
-0.65563 0.00000
-0.64238 0.00000
-0.62914 0.00000
-0.61589 0.00000
-0.60265 0.00000
-0.58940 0.00000
-0.57616 0.00000
-0.56291 0.00000
-0.54967 0.00000
-0.53642 0.00000
-0.52318 0.00000
-0.50993 0.00000
-0.49669 0.00000
-0.48344 0.00000
-0.47020 0.00000
-0.45695 0.00000
-0.44371 0.00000
-0.43046 0.00000
-0.41722 0.00000
-0.40397 0.00000
-0.39073 0.00000
-0.37748 0.00001
-0.36424 0.00002
-0.35099 0.00004
-0.33775 0.00008
-0.32450 0.00015
-0.31126 0.00031
-0.29801 0.00055
-0.28477 0.00105
-0.27152 0.00178
-0.25828 0.00319
-0.24503 0.00512
-0.23179 0.00863
-0.21854 0.01316
-0.20530 0.02081
-0.19205 0.03018
-0.17881 0.04474
-0.16556 0.06169
-0.15232 0.08584
-0.13907 0.11267
-0.12583 0.14755
-0.11258 0.18476
-0.09934 0.22897
-0.08609 0.27464
-0.07285 0.32473
-0.05960 0.37543
-0.04636 0.42793
-0.03311 0.48055
-0.01987 0.53353
-0.00662 0.58652
0.00662 0.63950
0.01987 0.69248
0.03311 0.74546
0.04636 0.79845
0.05960 0.85143
0.07285 0.90441
0.08609 0.95739
0.09934 1.01037
0.11258 1.06335
0.12583 1.11632
0.13907 1.16928
0.15232 1.22221
0.16556 1.27510
0.17881 1.32788
0.19205 1.38055
0.20530 1.43288
0.21854 1.48486
0.23179 1.53593
0.24503 1.58610
0.25828 1.63417
0.27152 1.68014
0.28477 1.72198
0.29801 1.75968
0.31126 1.79046
0.32450 1.81433
0.33775 1.82860
0.35099 1.83329
0.36424 1.82724
0.37748 1.81046
0.39073 1.78436
0.40397 1.74894
0.41722 1.70763
0.43046 1.66043
0.44371 1.61082
0.45695 1.55879
0.47020 1.50629
0.48344 1.45331
0.49669 1.40033
0.50993 1.34734
0.52318 1.29436
0.53642 1.24138
0.54967 1.18840
0.56291 1.13541
0.57616 1.08243
0.58940 1.02945
0.60265 0.97647
0.61589 0.92349
0.62914 0.87052
0.64238 0.81754
0.65563 0.76460
0.66887 0.71166
0.68212 0.65881
0.69536 0.60598
0.70861 0.55341
0.72185 0.50093
0.73510 0.44913
0.74834 0.39755
0.76159 0.34755
0.77483 0.29807
0.78808 0.25170
0.80132 0.20636
0.81457 0.16620
0.82781 0.12778
0.84106 0.09655
0.85430 0.06771
0.86755 0.04693
0.88079 0.02883
0.89404 0.01772
0.90728 0.00894
0.92053 0.00457
0.93377 0.00168
0.94702 0.00060
0.96026 0.00012
0.97351 0.00000
