-1.00000 0.00000
-0.96078 0.00000
-0.92157 0.00000
-0.88235 0.00000
-0.84314 0.00000
-0.80392 0.00000
-0.76471 0.00000
-0.72549 0.00000
-0.68627 0.00000
-0.64706 0.00000
-0.60784 0.00000
-0.56863 0.00000
-0.52941 0.03923
-0.49020 0.19615
-0.45098 0.35308
-0.41176 0.51000
-0.37255 0.66692
-0.33333 0.82385
-0.29412 0.98077
-0.25490 1.13769
-0.21569 1.29462
-0.17647 1.45154
-0.13725 1.60846
-0.09804 1.76538
-0.05882 1.92231
-0.01961 1.92231
0.01961 1.76538
0.05882 1.60846
0.09804 1.45154
0.13725 1.29462
0.17647 1.13769
0.21569 0.98077
0.25490 0.82385
0.29412 0.66692
0.33333 0.51000
0.37255 0.35308
0.41176 0.19615
0.45098 0.03923
0.49020 0.00000
0.52941 0.00000
0.56863 0.00000
0.60784 0.00000
0.64706 0.00000
0.68627 0.00000
0.72549 0.00000
0.76471 0.00000
0.80392 0.00000
0.84314 0.00000
0.88235 0.00000
0.92157 0.00000
