-1.00000 0.00000
-0.98675 0.00000
-0.97351 0.00000
-0.96026 0.00000
-0.94702 0.00000
-0.93377 0.00000
-0.92053 0.00000
-0.90728 0.00000
-0.89404 0.00000
-0.88079 0.00000
-0.86755 0.00000
-0.85430 0.00000
-0.84106 0.00000
-0.82781 0.00000
-0.81457 0.00000
-0.80132 0.00000
-0.78808 0.00000
-0.77483 0.00000
-0.76159 0.00000
-0.74834 0.00000
-0.73510 0.00000
-0.72185 0.00000
-0.70861 0.00000
-0.69536 0.00000
-0.68212 0.00000
-0.66887 0.00000
-0.65563 0.00000
-0.64238 0.00000
-0.62914 0.00000
-0.61589 0.00000
-0.60265 0.00000
-0.58940 0.00000
-0.57616 0.00000
-0.56291 0.00000
-0.54967 0.00000
-0.53642 0.00000
-0.52318 0.00000
-0.50993 0.00000
-0.49669 0.00000
-0.48344 0.00000
-0.47020 0.00000
-0.45695 0.00000
-0.44371 0.00000
-0.43046 0.00000
-0.41722 0.00000
-0.40397 0.00000
-0.39073 0.00000
-0.37748 0.00000
-0.36424 0.00001
-0.35099 0.00001
-0.33775 0.00002
-0.32450 0.00005
-0.31126 0.00010
-0.29801 0.00019
-0.28477 0.00034
-0.27152 0.00065
-0.25828 0.00111
-0.24503 0.00199
-0.23179 0.00323
-0.21854 0.00550
-0.20530 0.00849
-0.19205 0.01364
-0.17881 0.02008
-0.16556 0.03038
-0.15232 0.04264
-0.13907 0.06077
-0.12583 0.08137
-0.11258 0.10940
-0.09934 0.13995
-0.08609 0.17811
-0.07285 0.21827
-0.05960 0.26448
-0.04636 0.31187
-0.03311 0.36276
-0.01987 0.41410
-0.00662 0.46675
0.00662 0.51949
0.01987 0.57248
0.03311 0.62546
0.04636 0.67844
0.05960 0.73142
0.07285 0.78441
0.08609 0.83739
0.09934 0.89037
0.11258 0.94335
0.12583 0.99633
0.13907 1.04930
0.15232 1.10227
0.16556 1.15522
0.17881 1.20815
0.19205 1.26101
0.20530 1.31380
0.21854 1.36638
0.23179 1.41874
0.24503 1.47052
0.25828 1.52173
0.27152 1.57155
0.28477 1.61999
0.29801 1.66555
0.31126 1.70823
0.32450 1.74576
0.33775 1.77814
0.35099 1.80270
0.36424 1.81942
0.37748 1.82625
0.39073 1.82318
0.40397 1.80998
0.41722 1.78666
0.43046 1.75528
0.44371 1.71584
0.45695 1.67172
0.47020 1.62291
0.48344 1.57234
0.49669 1.52001
0.50993 1.46735
0.52318 1.41437
0.53642 1.36138
0.54967 1.30840
0.56291 1.25542
0.57616 1.20244
0.58940 1.14945
0.60265 1.09647
0.61589 1.04349
0.62914 0.99051
0.64238 0.93753
0.65563 0.88456
0.66887 0.83160
0.68212 0.77864
0.69536 0.72574
0.70861 0.67285
0.72185 0.62013
0.73510 0.56745
0.74834 0.51521
0.76159 0.46312
0.77483 0.41206
0.78808 0.36135
0.80132 0.31280
0.81457 0.26497
0.82781 0.22100
0.84106 0.17832
0.85430 0.14151
0.86755 0.10666
0.88079 0.07922
0.89404 0.05427
0.90728 0.03691
0.92053 0.02207
0.93377 0.01329
0.94702 0.00652
0.96026 0.00326
0.97351 0.00116
