-1.00000,0.37913
-0.98000,0.38671
-0.96000,0.39429
-0.94000,0.40185
-0.92000,0.40940
-0.90000,0.41692
-0.88000,0.42440
-0.86000,0.43185
-0.84000,0.43926
-0.82000,0.44661
-0.80000,0.45390
-0.78000,0.46113
-0.76000,0.46829
-0.74000,0.47537
-0.72000,0.48236
-0.70000,0.48925
-0.68000,0.49605
-0.66000,0.50275
-0.64000,0.50932
-0.62000,0.51578
-0.60000,0.52211
-0.58000,0.52831
-0.56000,0.53437
-0.54000,0.54028
-0.52000,0.54604
-0.50000,0.55163
-0.48000,0.55707
-0.46000,0.56233
-0.44000,0.56741
-0.42000,0.57231
-0.40000,0.57702
-0.38000,0.58154
-0.36000,0.58586
-0.34000,0.58998
-0.32000,0.59388
-0.30000,0.59758
-0.28000,0.60105
-0.26000,0.60431
-0.24000,0.60734
-0.22000,0.61014
-0.20000,0.61270
-0.18000,0.61504
-0.16000,0.61713
-0.14000,0.61899
-0.12000,0.62060
-0.10000,0.62196
-0.08000,0.62309
-0.06000,0.62396
-0.04000,0.62458
-0.02000,0.62496
0.00000,0.62508
0.02000,0.62496
0.04000,0.62458
0.06000,0.62396
0.08000,0.62309
0.10000,0.62196
0.12000,0.62060
0.14000,0.61899
0.16000,0.61713
0.18000,0.61504
0.20000,0.61270
0.22000,0.61014
0.24000,0.60734
0.26000,0.60431
0.28000,0.60105
0.30000,0.59758
0.32000,0.59388
0.34000,0.58998
0.36000,0.58586
0.38000,0.58154
0.40000,0.57702
0.42000,0.57231
0.44000,0.56741
0.46000,0.56233
0.48000,0.55707
0.50000,0.55163
0.52000,0.54604
0.54000,0.54028
0.56000,0.53437
0.58000,0.52831
0.60000,0.52211
0.62000,0.51578
0.64000,0.50932
0.66000,0.50275
0.68000,0.49605
0.70000,0.48925
0.72000,0.48236
0.74000,0.47537
0.76000,0.46829
0.78000,0.46113
0.80000,0.45390
0.82000,0.44661
0.84000,0.43926
0.86000,0.43185
0.88000,0.42440
0.90000,0.41692
0.92000,0.40940
0.94000,0.40185
0.96000,0.39429
0.98000,0.38671
1.00000,0.37913
