-1.00000,0.41123
-0.98000,0.41938
-0.96000,0.42760
-0.94000,0.43580
-0.92000,0.44398
-0.90000,0.45214
-0.88000,0.46026
-0.86000,0.46834
-0.84000,0.47636
-0.82000,0.48434
-0.80000,0.49225
-0.78000,0.50009
-0.76000,0.50785
-0.74000,0.51552
-0.72000,0.52311
-0.70000,0.53059
-0.68000,0.53796
-0.66000,0.54522
-0.64000,0.55235
-0.62000,0.55935
-0.60000,0.56622
-0.58000,0.57294
-0.56000,0.57951
-0.54000,0.58592
-0.52000,0.59216
-0.50000,0.59824
-0.48000,0.60413
-0.46000,0.60983
-0.44000,0.61535
-0.42000,0.62066
-0.40000,0.62577
-0.38000,0.63067
-0.36000,0.63536
-0.34000,0.63982
-0.32000,0.64406
-0.30000,0.64806
-0.28000,0.65183
-0.26000,0.65536
-0.24000,0.65864
-0.22000,0.66168
-0.20000,0.66447
-0.18000,0.66700
-0.16000,0.66927
-0.14000,0.67128
-0.12000,0.67303
-0.10000,0.67451
-0.08000,0.67572
-0.06000,0.67667
-0.04000,0.67735
-0.02000,0.67775
0.00000,0.67789
0.02000,0.67775
0.04000,0.67735
0.06000,0.67667
0.08000,0.67572
0.10000,0.67451
0.12000,0.67303
0.14000,0.67128
0.16000,0.66927
0.18000,0.66700
0.20000,0.66447
0.22000,0.66168
0.24000,0.65864
0.26000,0.65536
0.28000,0.65183
0.30000,0.64806
0.32000,0.64406
0.34000,0.63982
0.36000,0.63536
0.38000,0.63067
0.40000,0.62577
0.42000,0.62066
0.44000,0.61535
0.46000,0.60983
0.48000,0.60413
0.50000,0.59824
0.52000,0.59216
0.54000,0.58592
0.56000,0.57951
0.58000,0.57294
0.60000,0.56622
0.62000,0.55935
0.64000,0.55235
0.66000,0.54522
0.68000,0.53796
0.70000,0.53059
0.72000,0.52311
0.74000,0.51552
0.76000,0.50785
0.78000,0.50009
0.80000,0.49225
0.82000,0.48434
0.84000,0.47636
0.86000,0.46834
0.88000,0.46026
0.90000,0.45214
0.92000,0.44398
0.94000,0.43580
0.96000,0.42760
0.98000,0.41938
1.00000,0.41123
