-1.00000,0.40207
-0.98000,0.41007
-0.96000,0.41811
-0.94000,0.42613
-0.92000,0.43413
-0.90000,0.44210
-0.88000,0.45004
-0.86000,0.45794
-0.84000,0.46579
-0.82000,0.47359
-0.80000,0.48132
-0.78000,0.48899
-0.76000,0.49658
-0.74000,0.50408
-0.72000,0.51150
-0.70000,0.51881
-0.68000,0.52602
-0.66000,0.53312
-0.64000,0.54009
-0.62000,0.54694
-0.60000,0.55365
-0.58000,0.56023
-0.56000,0.56665
-0.54000,0.57292
-0.52000,0.57902
-0.50000,0.58496
-0.48000,0.59072
-0.46000,0.59630
-0.44000,0.60169
-0.42000,0.60689
-0.40000,0.61188
-0.38000,0.61667
-0.36000,0.62125
-0.34000,0.62562
-0.32000,0.62976
-0.30000,0.63368
-0.28000,0.63736
-0.26000,0.64081
-0.24000,0.64403
-0.22000,0.64700
-0.20000,0.64972
-0.18000,0.65219
-0.16000,0.65441
-0.14000,0.65638
-0.12000,0.65809
-0.10000,0.65954
-0.08000,0.66073
-0.06000,0.66165
-0.04000,0.66231
-0.02000,0.66271
0.00000,0.66284
0.02000,0.66271
0.04000,0.66231
0.06000,0.66165
0.08000,0.66073
0.10000,0.65954
0.12000,0.65809
0.14000,0.65638
0.16000,0.65441
0.18000,0.65219
0.20000,0.64972
0.22000,0.64700
0.24000,0.64403
0.26000,0.64081
0.28000,0.63736
0.30000,0.63368
0.32000,0.62976
0.34000,0.62562
0.36000,0.62125
0.38000,0.61667
0.40000,0.61188
0.42000,0.60689
0.44000,0.60169
0.46000,0.59630
0.48000,0.59072
0.50000,0.58496
0.52000,0.57902
0.54000,0.57292
0.56000,0.56665
0.58000,0.56023
0.60000,0.55365
0.62000,0.54694
0.64000,0.54009
0.66000,0.53312
0.68000,0.52602
0.70000,0.51881
0.72000,0.51150
0.74000,0.50408
0.76000,0.49658
0.78000,0.48899
0.80000,0.48132
0.82000,0.47359
0.84000,0.46579
0.86000,0.45794
0.88000,0.45004
0.90000,0.44210
0.92000,0.43413
0.94000,0.42613
0.96000,0.41811
0.98000,0.41007
1.00000,0.40207
