-1.00000,0.39945
-0.98000,0.40741
-0.96000,0.41539
-0.94000,0.42336
-0.92000,0.43131
-0.90000,0.43923
-0.88000,0.44712
-0.86000,0.45497
-0.84000,0.46277
-0.82000,0.47051
-0.80000,0.47820
-0.78000,0.48581
-0.76000,0.49335
-0.74000,0.50081
-0.72000,0.50817
-0.70000,0.51544
-0.68000,0.52260
-0.66000,0.52965
-0.64000,0.53658
-0.62000,0.54339
-0.60000,0.55006
-0.58000,0.55659
-0.56000,0.56297
-0.54000,0.56919
-0.52000,0.57526
-0.50000,0.58116
-0.48000,0.58688
-0.46000,0.59242
-0.44000,0.59778
-0.42000,0.60294
-0.40000,0.60791
-0.38000,0.61267
-0.36000,0.61722
-0.34000,0.62155
-0.32000,0.62567
-0.30000,0.62956
-0.28000,0.63322
-0.26000,0.63665
-0.24000,0.63984
-0.22000,0.64279
-0.20000,0.64550
-0.18000,0.64795
-0.16000,0.65016
-0.14000,0.65211
-0.12000,0.65381
-0.10000,0.65525
-0.08000,0.65643
-0.06000,0.65735
-0.04000,0.65801
-0.02000,0.65841
0.00000,0.65854
0.02000,0.65841
0.04000,0.65801
0.06000,0.65735
0.08000,0.65643
0.10000,0.65525
0.12000,0.65381
0.14000,0.65211
0.16000,0.65016
0.18000,0.64795
0.20000,0.64550
0.22000,0.64279
0.24000,0.63984
0.26000,0.63665
0.28000,0.63322
0.30000,0.62956
0.32000,0.62567
0.34000,0.62155
0.36000,0.61722
0.38000,0.61267
0.40000,0.60791
0.42000,0.60294
0.44000,0.59778
0.46000,0.59242
0.48000,0.58688
0.50000,0.58116
0.52000,0.57526
0.54000,0.56919
0.56000,0.56297
0.58000,0.55659
0.60000,0.55006
0.62000,0.54339
0.64000,0.53658
0.66000,0.52965
0.68000,0.52260
0.70000,0.51544
0.72000,0.50817
0.74000,0.50081
0.76000,0.49335
0.78000,0.48581
0.80000,0.47820
0.82000,0.47051
0.84000,0.46277
0.86000,0.45497
0.88000,0.44712
0.90000,0.43923
0.92000,0.43131
0.94000,0.42336
0.96000,0.41539
0.98000,0.40741
1.00000,0.39945
